,,,,,,,,,,,,,,,index,trial_id,registry,registration_date,start_date,retrospective_registration,sponsor,recruitment_status,phase,study_type,countries,title,acronym,study_category,intervention,intervention_list,enrollment,primary_completion_date,full_completion_date,registy_url,results_type,results_published_date,results_url,last_updated,cross_registration
2276,NCT04323592,ClinicalTrials.gov,19.03.2020,23.03.2020,FALSE,University,of,Trieste,Not,Recruiting,Not,Applicable,Observational,Italy,Methylprednisolone,for,Patients,With,COVID-19,Severe,Acute,Respiratory,Syndrome,MP-C19,Drug,Corticosteroids,Methylprednisolone,173,10.05.2020,10.05.2020,https://clinicaltrials.gov/show/NCT04323592,Pre-Print,Article,20.06.2020,https://doi.org/10.1101/2020.06.17.20134031,6.07.2020,None,,
2281,NCT04343976,ClinicalTrials.gov,9.04.2020,22.06.2020,FALSE,Raymond,Chung,Recruiting,Phase,2,Interventional,United,States,Pegylated,Interferon,Lambda,Treatment,for,COVID-19,,Drug,Interferon,lambda,Interferon,lambda,20,1.03.2021,31.08.2021,https://clinicaltrials.gov/show/NCT04343976,No,Results,No,Results,No,Results,6.07.2020,None,,
2284,NCT04349241,ClinicalTrials.gov,13.04.2020,18.04.2020,FALSE,Ain,Shams,University,Not,Recruiting,Phase,3,Interventional,Egypt,Efficacy,and,Safety,of,Favipiravir,in,Management,of,COVID-19,FAV-001,Drug,Favipiravir,Favipiravir,100,1.06.2020,20.06.2020,https://clinicaltrials.gov/show/NCT04349241,No,Results,No,Results,No,Results,6.07.2020,None
2285,NCT04366986,ClinicalTrials.gov,23.04.2020,23.06.2020,FALSE,Pregistry,Recruiting,Not,Applicable,Observational,United,States,International,Registry,of,Coronavirus,(COVID-19),Exposure,in,Pregnancy,IRCEP,Clinical,Presentation,No,Intervention,No,Intervention,25000,30.04.2024,30.04.2024,https://clinicaltrials.gov/show/NCT04366986,No,Results,No,Results,No,Results,6.07.2020,None
2291,NCT04389710,ClinicalTrials.gov,27.04.2020,15.04.2020,TRUE,Thomas,Jefferson,University,Recruiting,Phase,2,Interventional,United,States,Convalescent,Plasma,for,the,Treatment,of,COVID-19,,ATMP,Plasma,Plasma,100,14.04.2021,14.04.2021,https://clinicaltrials.gov/show/NCT04389710,No,Results,No,Results,No,Results,6.07.2020,None,,
2292,NCT04391309,ClinicalTrials.gov,14.05.2020,1.07.2020,FALSE,Implicit,Bioscience,Not,Recruiting,Phase,2,Interventional,United,States,IC14,(Anti-CD14),Treatment,in,Patients,With,SARS-CoV-2,(COVID-19),,Drug,IC14,IC14,300,21.07.2020,21.09.2020,https://clinicaltrials.gov/show/NCT04391309,No,Results,No,Results,No,Results,6.07.2020,None,
2293,NCT04393948,ClinicalTrials.gov,15.05.2020,1.06.2020,FALSE,Brigham,and,Women's,Hospital,Recruiting,Not,Applicable,Interventional,United,States,Lung,Irradiation,for,COVID-19,Pneumonia,,Other,Radiation,Radiation,48,20.10.2020,20.11.2020,https://clinicaltrials.gov/show/NCT04393948,No,Results,No,Results,No,Results,6.07.2020,None,,,
2297,NCT04405726,ClinicalTrials.gov,25.05.2020,27.03.2020,TRUE,University,Hospital,,Strasbourg,Recruiting,Not,Applicable,Observational,France,Prognostic,Factors,of,COVID19,Covid-HUS,Prognosis,No,Intervention,No,Intervention,500,22.03.2020,22.03.2020,https://clinicaltrials.gov/show/NCT04405726,No,Results,No,Results,No,Results,6.07.2020,None,,,
2298,NCT04405908,ClinicalTrials.gov,25.05.2020,19.06.2020,FALSE,Clover,Biopharmaceuticals,Recruiting,Phase,1,Interventional,Australia,SCB-2019,as,COVID-19,Vaccine,,ATMP,Vaccine,Vaccine,150,20.10.2020,30.03.2021,https://clinicaltrials.gov/show/NCT04405908,No,Results,No,Results,No,Results,6.07.2020,None,,,,,,,
2307,NCT04433078,ClinicalTrials.gov,10.06.2020,22.06.2020,FALSE,Temple,University,Recruiting,Phase,2,Interventional,United,States,RepurpoSing,Old,Drugs,TO,SuppRess,a,Modern,Threat:,COVID-19,STORM,STORM,Drug,Doxycycline,Doxycycline,20,21.01.2020,21.07.2020,https://clinicaltrials.gov/show/NCT04433078,No,Results,No,Results,No,Results,6.07.2020,None
2313,NCT04443179,ClinicalTrials.gov,19.06.2020,5.04.2013,TRUE,King's,College,London,Recruiting,Not,Applicable,Observational,United,Kingdom,Brain,Imaging,in,Babies,Study,BIBS,Clinical,Presentation,No,Intervention,No,Intervention,790,23.12.2020,23.12.2020,https://clinicaltrials.gov/show/NCT04443179,No,Results,No,Results,No,Results,6.07.2020,None,
2314,NCT04443361,ClinicalTrials.gov,19.06.2020,22.06.2020,FALSE,University,of,Oslo,Not,Recruiting,Not,Applicable,Observational,No,Country,Given,Insomnia,After,the,COVID-19,Pandemic,,Other,No,Intervention,No,Intervention,5000,13.07.2020,13.07.2020,https://clinicaltrials.gov/show/NCT04443361,No,Results,No,Results,No,Results,6.07.2020,None
2323,NCT04445246,ClinicalTrials.gov,9.06.2020,23.05.2020,TRUE,Hamad,Medical,Corporation,Recruiting,Phase,2,Interventional,Qatar,Inhaled,Iloprost,for,Suspected,COVID-19,Respiratory,Failure,ILOCOVID,Drug,Iloprost,Iloprost,40,31.05.2021,31.05.2021,https://clinicaltrials.gov/show/NCT04445246,No,Results,No,Results,No,Results,6.07.2020,None,,,
2330,NCT04445506,ClinicalTrials.gov,19.06.2020,1.04.2020,TRUE,The,Miriam,Hospital,Not,Recruiting,Not,Applicable,Observational,United,States,Short,Term,Corticosteroids,in,SARS-CoV2,Patients,,Drug,Corticosteroids,Dexamethasone,50,31.05.2020,31.05.2020,https://clinicaltrials.gov/show/NCT04445506,Pre-Print,Article,23.06.2020,https://doi.org/10.1101/2020.06.19.20109173,6.07.2020,None,,,,
2331,NCT04445597,ClinicalTrials.gov,22.06.2020,7.05.2020,TRUE,UZ,Leuven,Recruiting,Not,Applicable,Interventional,Belgium,Unraveling,the,Mechanisms,of,Olfactory,Dysfunction,in,COVID-19,,Clinical,Presentation,No,Intervention,No,Intervention,8,30.06.2020,30.06.2020,https://clinicaltrials.gov/show/NCT04445597,No,Results,No,Results,No,Results,6.07.2020,None
2333,NCT04445623,ClinicalTrials.gov,4.06.2020,1.07.2020,FALSE,AOUI,Verona,Not,Recruiting,Phase,3,Interventional,Italy,Prasugrel,in,Severe,COVID-19,Pneumonia,PARTISAN,Drug,Prasugrel,Prasugrel,128,20.10.2020,21.01.2020,https://clinicaltrials.gov/show/NCT04445623,No,Results,No,Results,No,Results,6.07.2020,None,,,,,
2334,NCT04445935,ClinicalTrials.gov,23.06.2020,28.06.2020,FALSE,Hamad,Medical,Corporation,Recruiting,Phase,4,Interventional,Qatar,Anticoagulation,in,Patients,Suffering,From,COVID-19,Disease,The,ANTI-CO,Trial,,Drug,Bivalirudin,Bivalirudin,100,28.09.2020,28.03.2021,https://clinicaltrials.gov/show/NCT04445935,No,Results,No,Results,No,Results,6.07.2020,None
2339,NCT04448145,ClinicalTrials.gov,24.06.2020,26.03.2020,TRUE,Columbia,University,Recruiting,Not,Applicable,Observational,United,States,Determinants,of,SARS-COV2,(COVID-19),Persistence,After,Convalescence,,Clinical,Presentation,No,Intervention,No,Intervention,250,1.03.2021,1.03.2021,https://clinicaltrials.gov/show/NCT04448145,No,Results,No,Results,No,Results,6.07.2020,None
2360,NCT04407208,ClinicalTrials.gov,16.05.2020,1.05.2020,TRUE,Biofarma,Not,Recruiting,Phase,1,Interventional,Indonesia,Convalescent,Plasma,Therapy,in,Patients,With,COVID-19,,ATMP,Plasma,Plasma,10,22.06.2020,22.06.2020,https://clinicaltrials.gov/show/NCT04407208,No,Results,No,Results,No,Results,9.07.2020,None,,,,
2363,NCT04444271,ClinicalTrials.gov,27.05.2020,1.05.2020,TRUE,Dr.,Zaineb,Akram,Recruiting,Phase,2,Interventional,Pakistan,Mesenchymal,Stem,Cell,Infusion,for,COVID-19,Infection,,ATMP,Cells,(mesenchymal),Cells,(mesenchymal),20,30.08.2020,30.09.2020,https://clinicaltrials.gov/show/NCT04444271,No,Results,No,Results,No,Results,9.07.2020,None,
2369,NCT04449718,ClinicalTrials.gov,16.06.2020,1.06.2020,TRUE,University,of,São,Paulo,Recruiting,Not,Applicable,Interventional,Brazil,Vitamin,D,Supplementation,in,Patients,With,COVID-19,,Drug,Vitamin,D,Vitamin,D,200,7.10.2020,7.10.2020,https://clinicaltrials.gov/show/NCT04449718,No,Results,No,Results,No,Results,9.07.2020,None
2375,NCT04451694,ClinicalTrials.gov,15.06.2020,1.04.2020,TRUE,CHU,de,Nancy,Recruiting,Not,Applicable,Observational,France,Nutritional,Follow,up,After,Hospital,Discharge,for,Coronavirus,Disease-19,NutriCoviDom,Other,(nutrition),Nutrition,Nutrition,800,30.07.2020,30.11.2020,https://clinicaltrials.gov/show/NCT04451694,No,Results,No,Results,No,Results,9.07.2020,None
2379,NCT04452630,ClinicalTrials.gov,26.06.2020,23.06.2020,TRUE,Assistance,Publique,–,Hôpitaux,de,Marseille,Recruiting,Not,Applicable,Observational,France,Cardiovascular,Consequences,After,COVID-19,,Clinical,Presentation,No,Intervention,No,Intervention,200,23.07.2020,30.11.2021,https://clinicaltrials.gov/show/NCT04452630,No,Results,No,Results,No,Results,9.07.2020,None
2390,NCT04365985,ClinicalTrials.gov,26.04.2020,29.04.2020,FALSE,William,Beaumont,Hospitals,Recruiting,Phase,2,Interventional,United,States,Study,of,Immunomodulation,Using,Naltrexone,and,Ketamine,for,COVID-19,SINK,COVID-19,Drug,Ketamine,,Naltrexone,Ketamine,,,,,,,,,
2391,NCT04369742,ClinicalTrials.gov,25.04.2020,15.04.2020,TRUE,NYU,Langone,Health,Not,Recruiting,Phase,2,Interventional,United,States,Treating,COVID-19,With,Hydroxychloroquine,(TEACH),,Drug,Hydroxychloroquine,Hydroxychloroquine,626,21.06.2020,21.06.2020,https://clinicaltrials.gov/show/NCT04369742,No,Results,No,Results,No,Results,13.07.2020,None,,,
2396,NCT04377724,ClinicalTrials.gov,5.05.2020,27.04.2020,TRUE,Jörg,Goldhahn,Not,Recruiting,Not,Applicable,Observational,Switzerland,Spread,and,Course,of,COVID-19,Infections,CoV-ETH,Clinical,Presentation,(Epidemiology),No,Intervention,No,Intervention,3000,30.06.2021,30.06.2021,https://clinicaltrials.gov/show/NCT04377724,No,Results,No,Results,No,Results,13.07.2020,None
2406,NCT04406324,ClinicalTrials.gov,13.05.2020,1.06.2020,FALSE,University,Hospital,,Grenoble,Recruiting,Not,Applicable,Observational,France,COVID-19:,Respiratory,and,Sleep,Follow-up,Co-SURVIVORS,Other,No,Intervention,No,Intervention,400,5.03.2021,5.03.2026,https://clinicaltrials.gov/show/NCT04406324,No,Results,No,Results,No,Results,13.07.2020,None,,
2408,NCT04412486,ClinicalTrials.gov,28.05.2020,1.06.2020,FALSE,Dr.,Gailen,D.,Marshall,Jr.,Recruiting,Phase,1,Interventional,United,States,COVID-19,Convalescent,Plasma,(CCP),Transfusion,,ATMP,Plasma,Plasma,100,31.05.2022,31.05.2022,https://clinicaltrials.gov/show/NCT04412486,No,Results,No,Results,No,Results,13.07.2020,None,,
2411,NCT04442958,ClinicalTrials.gov,17.06.2020,15.05.2020,TRUE,Bagcilar,Training,and,Research,Hospital,Not,Recruiting,Not,Applicable,Interventional,Turkey,Effectiveness,of,Convalescent,Immune,Plasma,Therapy,,ATMP,Plasma,Plasma,60,15.06.2020,17.06.2020,https://clinicaltrials.gov/show/NCT04442958,No,Results,No,Results,No,Results,13.07.2020,None,
2415,NCT04448405,ClinicalTrials.gov,19.06.2020,18.06.2020,TRUE,University,Hospital,,Montpellier,Recruiting,Not,Applicable,Observational,France,Covid-19,Lockdown,and,Deviant,Sexual,Fantasies,,Other,(psych),No,Intervention,No,Intervention,100,1.10.2020,30.10.2020,https://clinicaltrials.gov/show/NCT04448405,No,Results,No,Results,No,Results,13.07.2020,None
2421,NCT04452799,ClinicalTrials.gov,29.06.2020,1.07.2020,FALSE,Tanta,University,Not,Recruiting,Phase,1,Interventional,No,Country,Given,Hesperidin,and,Diosmin,for,Treatment,of,COVID-19,,Drug,Hesperidin,+,Diosmin,Hesperidin,,,,,,,,,,,
2429,NCT04453852,ClinicalTrials.gov,3.06.2020,30.06.2020,FALSE,Vaxine,Pty,Ltd,Recruiting,Phase,1,Interventional,Australia,Monovalent,Recombinant,COVID19,Vaccine,COVAX19,ATMP,Vaccine,Vaccine,40,1.07.2021,1.07.2021,https://clinicaltrials.gov/show/NCT04453852,No,Results,No,Results,No,Results,13.07.2020,None,,,,,,
2434,NCT04454606,ClinicalTrials.gov,26.06.2020,1.05.2020,TRUE,Bangkok,Metropolitan,Administration,Medical,College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,NCT04456010,ClinicalTrials.gov,15.06.2020,1.06.2020,TRUE,University,Hospital,,Montpellier,Recruiting,Not,Applicable,Observational,France,COVID-19,in,ART:,Perception,and,Experience,COVAPEX,Other,No,Intervention,No,Intervention,600,30.07.2020,30.07.2020,https://clinicaltrials.gov/show/NCT04456010,No,Results,No,Results,No,Results,13.07.2020,None,
2453,IRCT20200416047099N2,IRCT,4.07.2020,21.06.2020,TRUE,Shahid,Beheshti,University,of,Medical,Sciences,Recruiting,Phase,2,Interventional,Iran,Plasma,exchange,in,COVID-19,patients,,ATMP,Plasma,Plasma,10,Not,Available,Not,Available,http://en.irct.ir/trial/47357,No,Results,No,Results,No,Results,13.07.2020,None
2454,IRCT20200428047229N1,IRCT,27.06.2020,29.03.2020,TRUE,Esfahan,University,of,Medical,Sciences,Recruiting,Phase,3,Interventional,Iran,Effect,of,Medical,Beer,on,COVID-19,,Drug,Other,Other,60,Not,Available,Not,Available,http://en.irct.ir/trial/47530,No,Results,No,Results,No,Results,13.07.2020,None
2457,IRCT20171105037262N4,IRCT,18.06.2020,29.04.2020,TRUE,Bagheiat-allah,University,of,Medical,Sciences,Recruiting,Phase,3,Interventional,Iran,Adalimumab,effect,on,COVID-19,,Drug,Adalimumab,+,Chloroquine,vs.,Chloroquine,Adalimumab,,,,,,,,,,,,
2464,IRCT20200112046089N1,IRCT,25.06.2020,14.06.2020,TRUE,Ahvaz,University,of,Medical,Sciences,Recruiting,Phase,3,Interventional,Iran,Resveratrol,in,COVID19,,Drug,Resveratrol,Resveratrol,50,Not,Available,Not,Available,http://en.irct.ir/trial/48330,No,Results,No,Results,No,Results,13.07.2020,None,,,
2468,IRCT20200317046797N6,IRCT,18.06.2020,21.06.2020,FALSE,Tabriz,University,of,Medical,Sciences,Recruiting,Phase,3,Interventional,Iran,Edaravone,in,COVID-19,,Drug,Edaravone,Edaravone,30,Not,Available,Not,Available,http://en.irct.ir/trial/48500,No,Results,No,Results,No,Results,13.07.2020,None,,,
2469,IRCT20200504047298N1,IRCT,14.06.2020,14.06.2020,FALSE,Alborz,University,of,Medical,Sciences,Not,Recruiting,Phase,3,Interventional,Iran,Effect,of,Atazanavir/Ritonavirin,treatment,of,COViD-19,,Drug,Atazanavir/ritonavir,vs.,Lopinavir/ritonavir,Atazanavir/ritonavir,,,,,,,,,,,
2495,JPRN-jRCTs031190226,JPRN,27.02.2020,14.03.2020,FALSE,Tokue,Yutaka,Recruiting,Phase,2,Interventional,Japan,Favipiravir,in,patients,infected,with,COVID-19,,Drug,Favipiravir,Favipiravir,100,Not,Available,Not,Available,https://jrct.niph.go.jp/latest-detail/jRCTs031190226,No,Results,No,Results,No,Results,13.07.2020,None,,,
2496,JPRN-jRCTs041200025,JPRN,1.07.2020,1.07.2020,FALSE,Yuichiro,Shindo,Recruiting,Phase,2,Interventional,Japan,Phase,II,trial,of,combination,therapy,with,favipiravir,and,corticosteroids,for,COVID-19,,Drug,Favipiravir,+,Corticosteroids,Favipiravir,,,,,,,,,
2505,NCT04305574,ClinicalTrials.gov,8.03.2020,7.03.2020,TRUE,Jean,Liu,Not,Recruiting,Not,Applicable,Observational,Singapore,Social,Media,Use,During,COVID-19,,Other,No,Intervention,No,Intervention,1145,21.04.2020,21.04.2020,https://clinicaltrials.gov/show/NCT04305574,No,Results,No,Results,No,Results,16.07.2020,None,,,
2508,NCT04357431,ClinicalTrials.gov,21.04.2020,22.04.2020,FALSE,Assiut,University,Not,Recruiting,Not,Applicable,Observational,Egypt,COVID-19,Among,Egyptian,Health,Care,Providers,,Other,No,Intervention,No,Intervention,565,26.05.2020,30.05.2020,https://clinicaltrials.gov/show/NCT04357431,No,Results,No,Results,No,Results,16.07.2020,None,,
2514,NCT04400929,ClinicalTrials.gov,8.05.2020,2.06.2020,FALSE,Singapore,General,Hospital,Recruiting,Phase,2,Interventional,Singapore,Using,GM-CSF,as,a,Host,Directed,Therapeutic,Against,COVID-19,,Drug,Sargramostim,Sargramostim,30,21.06.2020,22.06.2020,https://clinicaltrials.gov/show/NCT04400929,No,Results,No,Results,No,Results,16.07.2020,None,
2516,NCT04438967,ClinicalTrials.gov,15.06.2020,16.06.2020,FALSE,Miro,Health,Recruiting,Not,Applicable,Observational,United,States,Brain,Health,in,the,Time,of,COVID-19,,Clinical,Presentation,No,Intervention,No,Intervention,10000,31.12.2020,31.12.2020,https://clinicaltrials.gov/show/NCT04438967,No,Results,No,Results,No,Results,16.07.2020,None
2517,NCT04444297,ClinicalTrials.gov,20.06.2020,31.07.2020,FALSE,NHS,Greater,Glasgow,and,Clyde,Not,Recruiting,Not,Applicable,Interventional,United,Kingdom,3D,Telemedicine,During,COVID-19:,Non-clinical,Validation,,Telehealth,Telehealth,Telehealth,40,31.01.2021,31.01.2021,https://clinicaltrials.gov/show/NCT04444297,No,Results,No,Results,No,Results,16.07.2020,None
2518,NCT04444323,ClinicalTrials.gov,20.06.2020,1.09.2020,FALSE,NHS,Greater,Glasgow,and,Clyde,Not,Recruiting,Not,Applicable,Interventional,United,Kingdom,3D,Telemedicine,During,COVID-19:,Cohort,Study,,Telehealth,Telehealth,Telehealth,50,1.01.2021,1.01.2021,https://clinicaltrials.gov/show/NCT04444323,No,Results,No,Results,No,Results,16.07.2020,None
2525,NCT04458363,ClinicalTrials.gov,25.06.2020,1.07.2020,FALSE,Emory,University,Recruiting,Phase,1,Interventional,United,States,Convalescent,Plasma,in,Pediatric,COVID-19,,ATMP,Plasma,Plasma,50,22.06.2020,22.06.2020,https://clinicaltrials.gov/show/NCT04458363,No,Results,No,Results,No,Results,16.07.2020,None,,,,,
2528,NCT04459637,ClinicalTrials.gov,25.06.2020,1.07.2020,FALSE,Peking,University,First,Hospital,Not,Recruiting,Not,Applicable,Observational,China,COVID-19,Surveillance,Based,on,Smart,Wearable,Device,COVID-19SWD,Other,(device),Biosensors,Biosensors,200,10.03.2021,10.03.2021,https://clinicaltrials.gov/show/NCT04459637,No,Results,No,Results,No,Results,16.07.2020,None
2529,NCT04459689,ClinicalTrials.gov,2.07.2020,15.03.2020,TRUE,Imagine,Institute,Recruiting,Not,Applicable,Observational,France,COVID-19,in,PID,Survey,COPID19,Clinical,Presentation,No,Intervention,No,Intervention,200,31.03.2022,31.03.2022,https://clinicaltrials.gov/show/NCT04459689,No,Results,No,Results,No,Results,16.07.2020,None,,,,
2531,NCT04459962,ClinicalTrials.gov,3.07.2020,29.06.2020,TRUE,Ancon,Technologies,Ltd,Recruiting,Not,Applicable,Interventional,United,Kingdom,Covid-19,Breath,Test,,Diagnostics,Diagnostic,Test,or,Assessment,Diagnostic,Test,or,Assessment,250,28.08.2020,14.06.2021,https://clinicaltrials.gov/show/NCT04459962,No,Results,No,Results,No,Results,16.07.2020,None
2538,NCT04322565,ClinicalTrials.gov,24.03.2020,20.04.2020,FALSE,AOU,di,Parma,Recruiting,Phase,2,Interventional,Italy,Colchicine,Counteracting,Inflammation,in,COVID-19,Pneumonia,ColCOVID-19,Drug,Colchicine,Colchicine,310,20.12.2020,21.12.2020,https://clinicaltrials.gov/show/NCT04322565,No,Results,No,Results,No,Results,20.07.2020,None,,,,
2542,NCT04337983,ClinicalTrials.gov,30.03.2020,13.03.2020,TRUE,Bicetre,Hospital,Recruiting,Not,Applicable,Observational,France,Hemodynamic,Characteristics,of,Patients,With,SARS-CoV-2,PiCCOVID,Clinical,Presentation,No,Intervention,No,Intervention,200,20.10.2020,21.04.2020,https://clinicaltrials.gov/show/NCT04337983,No,Results,No,Results,No,Results,20.07.2020,None,,
2544,NCT04342195,ClinicalTrials.gov,8.04.2020,25.03.2020,TRUE,Columbia,University,Recruiting,Not,Applicable,Observational,United,States,Acquiring,Convalescent,Specimens,for,COVID-19,Antibodies,,Clinical,Presentation,No,Intervention,No,Intervention,50,21.03.2020,21.03.2020,https://clinicaltrials.gov/show/NCT04342195,No,Results,No,Results,No,Results,20.07.2020,None,
2546,NCT04344964,ClinicalTrials.gov,10.04.2020,15.04.2020,FALSE,Austin,Health,Not,Recruiting,Not,Applicable,Observational,Australia,Endoscopy-related,Phone,Consultation,During,the,COVID-19,Outbreak,,Telehealth,Telehealth,Telehealth,186,29.05.2020,3.07.2020,https://clinicaltrials.gov/show/NCT04344964,No,Results,No,Results,No,Results,20.07.2020,None,,,
2550,NCT04354805,ClinicalTrials.gov,17.04.2020,1.08.2020,FALSE,Cairo,University,Not,Recruiting,Phase,2/Phase,3,Interventional,Egypt,Administration,of,Chlorpromazine,as,a,Treatment,for,COVID-19,,Drug,Chlorpromazine,Chlorpromazine,100,20.10.2020,20.11.2020,https://clinicaltrials.gov/show/NCT04354805,No,Results,No,Results,No,Results,20.07.2020,None,
2555,NCT04366050,ClinicalTrials.gov,24.04.2020,11.05.2020,FALSE,University,of,California,,San,Diego,Recruiting,Phase,2,Interventional,United,States,Ramipril,for,the,Treatment,of,COVID-19,RAMIC,Drug,Ramipril,Ramipril,560,21.05.2020,21.05.2020,https://clinicaltrials.gov/show/NCT04366050,No,Results,No,Results,No,Results,20.07.2020,None
2562,NCT04382794,ClinicalTrials.gov,8.05.2020,14.05.2020,FALSE,University,of,Milan,Not,Recruiting,Not,Applicable,Observational,Italy,Sitagliptin,Treatment,in,Diabetic,COVID-19,Positive,Patients,SIDIACO-RETRO',Drug,Sitagliptin,Sitagliptin,338,15.06.2020,15.06.2020,https://clinicaltrials.gov/show/NCT04382794,No,Results,No,Results,No,Results,20.07.2020,None,,
2571,NCT04395716,ClinicalTrials.gov,19.05.2020,1.07.2020,FALSE,ProgenaBiome,Not,Recruiting,Phase,1,Interventional,United,States,A,Study,of,ResCure™,to,Treat,COVID-19,Infection,,Drug,Unspecified,Therapy,Unspecified,Therapy,50,21.06.2020,21.11.2020,https://clinicaltrials.gov/show/NCT04395716,No,Results,No,Results,No,Results,20.07.2020,None
2575,NCT04412382,ClinicalTrials.gov,26.05.2020,1.06.2020,FALSE,AOUI,Verona,Recruiting,Not,Applicable,Observational,Italy,Covid-19:,Possible,Role,of,Neutrophil,Extracellular,Traps,NETSINCOVID,Clinical,Presentation,No,Intervention,No,Intervention,100,31.12.2020,31.12.2021,https://clinicaltrials.gov/show/NCT04412382,No,Results,No,Results,No,Results,20.07.2020,None,
2587,NCT04457388,ClinicalTrials.gov,30.06.2020,25.03.2020,TRUE,Aarogyam,UK,Not,Recruiting,Not,Applicable,Interventional,United,Kingdom,Tele-Yoga,Therapy,for,Chronic,Pain,,Traditional,Medicine,(Other),Traditional,Medicine,Traditional,Medicine,18,15.06.2020,15.06.2020,https://clinicaltrials.gov/show/NCT04457388,Pre-Print,Article,17.07.2020,https://doi.org/10.1101/2020.07.16.20154229,20.07.2020,None,,
